Goal,Team,Player,X,Y,Angle,Distance,F_Touch,Aerial,Open
0,Juventus,Carlos Alberto Tevez,100.0,40.0,0.39517956614368827,20.0,1,0,0
0,Juventus,Patrice Evra,108.0,37.0,0.611801170717863,12.36931687685298,0,0,0
1,Barcelona,Ivan Rakitić,112.0,42.0,0.8892781311966639,8.246211251235321,1,0,0
0,Juventus,Arturo Erasmo Vidal Pardo,101.0,28.0,0.3016754449465556,22.47220505424423,1,0,0
0,Barcelona,Neymar da Silva Santos Junior,102.0,33.0,0.3837825107702562,19.313207915827963,0,0,0
0,Barcelona,Daniel Alves da Silva,106.0,34.0,0.47882629779902935,15.231546211727816,1,0,0
0,Barcelona,Jordi Alba Ramos,109.0,50.0,0.405903633027333,14.866068747318504,1,0,0
0,Juventus,Álvaro Borja Morata Martín,104.0,32.0,0.39892168725568655,17.88854381999832,1,0,0
0,Barcelona,Neymar da Silva Santos Junior,105.0,55.0,0.27003663939198613,21.213203435596427,0,0,0
0,Barcelona,Luis Alberto Suárez Díaz,104.0,25.0,0.2688923419980468,21.93171219946131,0,0,0
0,Barcelona,Luis Alberto Suárez Díaz,105.0,55.0,0.27003663939198613,21.213203435596427,1,0,0
0,Juventus,Arturo Erasmo Vidal Pardo,95.0,56.0,0.22745084356608086,29.68164415931166,0,0,0
0,Juventus,Claudio Marchisio,92.0,42.0,0.28268229697537556,28.0713376952364,0,0,0
0,Barcelona,Luis Alberto Suárez Díaz,108.0,53.0,0.3129597128597234,17.69180601295413,1,0,0
0,Barcelona,Luis Alberto Suárez Díaz,112.0,24.0,0.2077212903191526,17.88854381999832,1,0,0
0,Barcelona,Lionel Andrés Messi Cuccittini,104.0,51.0,0.3410871632051865,19.4164878389476,0,0,0
0,Juventus,Carlos Alberto Tevez,108.0,36.0,0.5885723109094314,12.649110640673518,1,0,0
1,Juventus,Álvaro Borja Morata Martín,115.0,44.0,1.013231895171742,6.4031242374328485,1,0,0
0,Juventus,Álvaro Borja Morata Martín,110.0,37.0,0.7110656903402158,10.440306508910549,0,0,0
0,Juventus,Carlos Alberto Tevez,102.0,42.0,0.43283146381937837,18.110770276274827,1,0,0
0,Juventus,Paul Pogba,96.0,46.0,0.311960485932696,24.73863375370596,0,0,0
0,Barcelona,Lionel Andrés Messi Cuccittini,102.0,50.0,0.3396344589971764,20.591260281974,0,0,0
1,Barcelona,Luis Alberto Suárez Díaz,114.0,37.0,1.0282588772119587,6.7082039324993685,1,0,0
0,Juventus,Paul Pogba,116.0,33.0,0.5792888458079216,8.06225774829855,0,1,0
0,Barcelona,Luis Alberto Suárez Díaz,112.0,44.0,0.7861555996090015,8.94427190999916,1,0,0
0,Barcelona,Gerard Piqué Bernabéu,112.0,31.0,0.4610439386005087,12.041594578792294,1,0,0
0,Barcelona,Luis Alberto Suárez Díaz,107.0,47.0,0.4759342354160494,14.7648230602334,0,0,0
0,Juventus,Claudio Marchisio,88.0,41.0,0.2487219104702486,32.01562118716424,0,0,0
0,Juventus,Claudio Marchisio,94.0,32.0,0.28003833261378497,27.202941017470888,1,0,0
